Source,ownership,Region,Name,Country,address,City and Region,State,description,Simple Category,Full Category,E-mail,Website,Phone,Facebook,Lat,Long,,Tools,Short blurb (NULL),Fablabs url (NULL),wiki_hackerspaces,Status,Flickr,YouTube,Ustream,Mailinglist,Last Updated,Open to Exchanges?,IRC,Date of founding,Number of members,Wiki,Twitter,GooglePlus / Facebook,Membership fee,Jabber,Open to Residencies?,City,State or District,"meetup, Eventbrite",Size of rooms,Original Long lat or degrees,,g_Address,g_LatLng,g_Icon,g_Id,g_Place_Id,g_Name,,g_Rating,g_Types,open_CONTACT FIRST NAME,open_CONTACT SURNAME,open_CONTACT POSITION,IMAGE URL,FUNCTION,THEME,FORM,FOCUS,SUBMITTER FIRST NAME,SUBMITTER SURNAME,SUBMITTER EMAIL,SUBMITTER ORGANISATION,ADDRESS 1,ADDRESS 2,ADDRESS 3,Address 4,POSTCODE,address_open,description_open,Full Category_open,Lat_open,Long_open,faire_category,faire_annual,faire_name,faire_year,faire_event_type,faire_event_start_date,,giz_impact
Appiario,"NO LAT, LONG",,Vivelab Cauca,Colombia,,,,"Point Vive Digital Plus has Internet access, rooms for young students and the general community can receive specific training and entertainment software development and production of audio and video rooms. With applications building workshops, animation and software development to be offered to people of all ages, the national government encourages students and the community to become entrepreneurs and generating new knowledge.",Hub,Government tech hub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Appiario,"NO LAT, LONG",,ViveLab Manizales,Colombia,,,,"Point Vive Digital Plus has Internet access, rooms for young students and the general community can receive specific training and entertainment software development and production of audio and video rooms. With applications building workshops, animation and software development to be offered to people of all ages, the national government encourages students and the community to become entrepreneurs and generating new knowledge.",Hub,Government tech hub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Appiario,"NO LAT, LONG",,Vivelab Medellin,Colombia,Calle 67 Nro. 52-20. Piso 1. Torre A,"Medellin, Antioquia",,"Point Vive Digital Plus has Internet access, rooms for young students and the general community can receive specific training and entertainment software development and production of audio and video rooms. With applications building workshops, animation and software development to be offered to people of all ages, the national government encourages students and the community to become entrepreneurs and generating new knowledge.",Hub,Government tech hub,,http://rutanmedellin.org/es/oferta/oferta-ciudadanos/item/vivelabmedellin?category_id=196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Appiario,"NO LAT, LONG",,Vivelab Monteria,Colombia,Carrera 2 # 28 - 53,Monteria,,"Point Vive Digital Plus has Internet access, rooms for young students and the general community can receive specific training and entertainment software development and production of audio and video rooms. With applications building workshops, animation and software development to be offered to people of all ages, the national government encourages students and the community to become entrepreneurs and generating new knowledge.",Hub,Government tech hub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Appiario,"NO LAT, LONG",,Vivelab Pereira,Colombia,,,,"Point Vive Digital Plus has Internet access, rooms for young students and the general community can receive specific training and entertainment software development and production of audio and video rooms. With applications building workshops, animation and software development to be offered to people of all ages, the national government encourages students and the community to become entrepreneurs and generating new knowledge.",Hub,Government tech hub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Appiario,"NO LAT, LONG",,Vivelab Pitalito,Colombia,Av 3 #3S - 227,"Pitalito, Huila",,"Point Vive Digital Plus has Internet access, rooms for young students and the general community can receive specific training and entertainment software development and production of audio and video rooms. With applications building workshops, animation and software development to be offered to people of all ages, the national government encourages students and the community to become entrepreneurs and generating new knowledge.",Hub,Government tech hub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Appiario,"NO LAT, LONG",,Vivelab Quindio,Colombia,,,,"Point Vive Digital Plus has Internet access, rooms for young students and the general community can receive specific training and entertainment software development and production of audio and video rooms. With applications building workshops, animation and software development to be offered to people of all ages, the national government encourages students and the community to become entrepreneurs and generating new knowledge.",Hub,Government tech hub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Appiario,"NO LAT, LONG",,Appiario Chia,Colombia,,"Chia, Cundinamarca",,,Hub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Appiario,"NO LAT, LONG",,Appiario Santa Marta ,Colombia,,"Santa Marta, Madaglena",,,Hub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Appiario,"NO LAT, LONG",,TecnoParque Bucaramanga,Colombia,Carrera 19 # 31 - 65,"Bucaramanga, Santander",,"Texto TecnoParque. Cursos ofrecidos: Tecnologias Virtuales, Ingeneria y DiseÑo, Eletr¢nica y Telecomunicaciones. ",Makerspace,"Govermnent Makerspace, Incubator, Tech Hub",stpcbucaramanga@misena.edu.co,http://tecnoparque.sena.edu.co/sedes/floridablanca/Paginas/default.aspx,,,7.122082,-73.124249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Appiario,"NO LAT, LONG",,TecnoParque Cali,Colombia,"Carrera 5 # 11-68, Plaza de Caicedo","Cali, Valle",,"Texto TecnoParque. Cursos ofrecidos: Ingeneria y DiseÑo, Eletr¢nica y Telecomunicaciones, Nanotecnologia y Biotecnologia, Tecnologias Virtuales.",Makerspace,"Govermnent Makerspace, Incubator, Tech Hub",stpccali@misena.edu.co,http://tecnoparque.sena.edu.co/sedes/SedeCali/Paginas/default.aspx,,,3.451647,-76.531985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Appiario,"NO LAT, LONG",,TecnoParque Cazuc…,Colombia,Autopista Sur Transversal 7 # 8 - 40,"Cazuc…, Cundinamarca",,Texto TecnoParque,Makerspace,"Govermnent Makerspace, Incubator, Tech Hub",stpccazuca@misena.edu.co,http://tecnoparque.sena.edu.co/sedes/cazuca/Paginas/default.aspx,,,4.576306,-74.207634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Appiario,"NO LAT, LONG",,TecnoParque La Granja,Colombia,"Km 5 Via Espinal, Ibagu_","Ibagu_, Tolima. ",,"Texto TecnoParque. Cursos ofrecidos:  Tecnologias Virtuales, Biotecnologia y Nanotecnologia.",Makerspace,"Govermnent Makerspace, Incubator, Tech Hub",stpclagranja@misena.edu.co,http://tecnoparque.sena.edu.co/sedes/LaGranja/Paginas/default.aspx,,,4.444676,-75.242438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Appiario,"NO LAT, LONG",,TecnoParque Manizales,Colombia,Kil¢metro 10 Via Al Madaglena ,"Manizales, Caldas",,"Cursos ofrecidos: Ingeneria y DiseÑo, Eletr¢nica y Telecomunicaciones, Nanotecnologia y Biotecnologia, Tecnologias Virtuales.",Makerspace,"Govermnent Makerspace, Incubator, Tech Hub",stpcmanizales@misena.edu.co,http://tecnoparque.sena.edu.co/sedes/manizales/Paginas/default.aspx,,,5.070275,-75.513817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Appiario,"NO LAT, LONG",,TecnoParque Neiva,Colombia,Diagonal 20 # 38-16,"Neiva, Huila. ",,"Texto TecnoParque. Cursos ofrecidos: Ingeneria y DiseÑo, Eletr¢nica y Telecomunicaciones, Tecnologias Virtuales.",Makerspace,"Govermnent Makerspace, Incubator, Tech Hub",stcneiva@misena.edu.co,http://tecnoparque.sena.edu.co/sedes/neiva/Paginas/default.aspx,,,2.941644,-75.261715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Appiario,"NO LAT, LONG",,TecnoParque OcaÑa,Colombia,Transversal 30 # 7-110 La Primavera,"OcaÑa, Santander",,Texto Tecnoparque ,Makerspace,"Govermnent Makerspace, Incubator, Tech Hub",stpcocana@misena.edu.co,http://tecnoparque.sena.edu.co/sedes/ocana/Paginas/default.aspx,,,6.643708,-73.653621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Appiario,"NO LAT, LONG",,TecnoParque Pitalito,Colombia,"Km 7 via Pitalito, Vereda Aguaduas","Pitalito, Huila",,"Texto TecnoParque, Nanotecnologia y Biotecnologia, ",Makerspace,"Govermnent Makerspace, Incubator, Tech Hub",stpcspitalito@misena.edu.co,http://tecnoparque.sena.edu.co/sedes/SitioPitalito/Paginas/default.aspx,,,1.85298,-76.048869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Appiario,"NO LAT, LONG",,TecnoParque Rio Negro,Colombia,"Zona Franca de Rio Negro, Vereda Chachafruto, Bodega # 14 y 15 Piso 2","Rio Negro, Antioquia",,"Texto TecnoParque. Cursos ofrecidos: Ingeneria y DiseÑo, Eletr¢nica y Telecomunicaciones, Nanotecnologia y Biotecnologia. ",Makerspace,"Govermnent Makerspace, Incubator, Tech Hub",stpcnodorionegr@misena.edu.co,http://tecnoparque.sena.edu.co/sedes/rionegro/Paginas/default.aspx,,,6.144837,-75.375085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Appiario,"NO LAT, LONG",,TecnoParque Socorro,Colombia,Calle 16 # 14-28 ,"Socorro, Santander",,Texto TecnoParque,Makerspace,"Govermnent Makerspace, Incubator, Tech Hub",tecnoparquesocorro@misena.edu.co,http://tecnoparque.sena.edu.co/sedes/Socorro/Paginas/default.aspx,,,6.471026,-73.260937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Appiario,"NO LAT, LONG",,TecnoParque Valledupar,Colombia,Carrera 5 # 14-81,"Valledupar, Valledupar",,"Es un programa de innovaci¢n tecnol¢gica del ServicioNacional de Aprendizaje dirigida a todos los Colombianos, que act£a como acelerador para el desarrollo de proyectos de I+D+i materializados en prototipos funcionales en cuatro lineas tecnol¢gicas: Electr¢nica y Telecomunicaciones, Tecnologias Virtuales, Ingenieria y diseÑo y Biotecnologia nanotecnologia, que promueva el emprendimiento de base tecnol¢gica. Cursos ofrecidos: Tecnologias Virtuales, Ingeneria y DiseÑo, Eletr¢nica y Telecomunicaciones. ",Makerspace,"Govermnent Makerspace, Incubator, Tech Hub",stpcvalledupar@misena.edu.com,http://tecnoparque.sena.edu.co/sedes/valledupar/Paginas/default.aspx,,,10.478592,-73.244769,,,,,,,,,,,,,,,,,,,,,,,"Yes, Public",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Appiario,"NO LAT, LONG",,BogoHack,Colombia,Carrera 25 # 41 - 94,"Bogota, Cundinamarca",,"Bogohack es un laboratorio de innovaci¢n, donde cualquier persona recibe conocimientos, capacitaci¢n, adem…s de herramientas de trabajo para desarrollar sus ideas.",Makerspace,Makerspace/Hackerspace,dumpa@bogohack.co,http://bogohack.co/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Appiario,"NO LAT, LONG",,Make-R,Colombia,Calle 29 # 17-22,"Santa Marta, Madaglena",,"Maker Space dedicado a la educaci¢n, investigaci¢n y desarrollo de impresoras 3D en Colombia.",Makerspace,Makerspace/Hackerspace,info@make-R.co,make-R.co,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Appiario,,,UnLoquer ,Colombia,"Carrera 50A #63-31, Barrio Prado","Medellin, Antioquia.",,"Hackerspace en CasaTresPatios, con servicios de audiovisual e innovaci¢n. Laboratorio de pr…ctica de la ciencia de garaje.",Makerspace,Makerspace/Hackerspace,unloquer@lists.aktivix.org,http://unloquer.org/,,,6.26,-75.5625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Appiario,"NO LAT, LONG",,Parque Explora - Colaboratorio,Colombia,Carrera 52 # 73- 75,"Medellin, Antioquia.",,"Colaboratorio es un taller y un laboratorio ciudadano, del Parque Explora. Un espacio en construcci¢n, abierto a la ciudad y equipado con herramientas y espacios para la investigaci¢n, la experimentaci¢n y la creaci¢n colectiva desde diferentes campos del conocimiento.",Makerspace,Makerspace/Hackerspace.Fab Lab,camilo.cantor@parqueexplora.org,http://www.parqueexplora.org/espacios/sala-tic/-que-es-/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Appiario ,"NO LAT, LONG",,TecnoParque Pereira,Colombia,Carrera 10 # 17-15 Piso 2,"Pereira, Risaralda.",,"Texto TecnoParque. Cursos ofrecidos: Ingeneria y DiseÑo, Eletr¢nica y Telecomunicaciones, Tecnologias Virtuales.",Makerspace,"Govermnent Makerspace, Incubator, Tech Hub",stpcpereira@misena.edu.co,http://tecnoparque.sena.edu.co/sedes/pereira/Paginas/default.aspx,,,4.811962,-75.692908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Appiario ,"NO LAT, LONG",,1/4 Tech ,Colombia,Carrera 50 # 79 - 71 Piso 4,"Bogota, Cundinamarca",,"Makerspace o estudio de ideaci¢n, prototipado y fabricaci¢n de proyectos creativos que utilizandola tecnologia materializa ideas a trav_s de membresias, talleres de formaci¢n y espacios  de trabajo. ",Makerspace,Makerspace/Hackerspace/ Fab Lab,contacto@uncuartotech.com,http://www.uncuartotech.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Appiario ,"NO LAT, LONG",,cInnova - Centro de Innovaci¢n de Tecnologias Apropiadas y Educaci¢n,Colombia,Carrera 25 # 41 - 94,"Bogota, Cundinamarca ",,Centro de Innovaci¢n a servicio de las comunidades vunerables. ,Makerspace,Makerspace/Hackerspace/ Fab Lab,,http://www.c-innova.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Appiario,Hackerspaces.org","NO LAT, LONG",,La Galeria MakerSpace,Colombia,Cll 12 # 13 - 34 Parque Sucre,"Armenia, Quindio",,"Un espacio fisico donde las personas se re£nen para compartir recursos y conocimientos, trabajar en proyectos, acceder a informaci¢n en linea y construir conjuntamente",Makerspace,Makerspace/Hackerspace.Fab Lab,lagaleriaarmenia@gmail.com,http://www.lagaleriaarmenia.com/,,https://www.facebook.com/LaGaleriaArmenia?ref=hl,4.5363,-75.6688,,"Kitchen, Welder, Drill Press, Air Compressor, Soldering Iron, Shower",,,https://wiki.hackerspaces.org/La_Galeria_MakerSpace,active,,,,,7/6/15,yes,,12/1/13,50,,https://twitter.com/GaleriaArmenia,,,,maybe,Armenia,Quind¡o,,10 m__,,"-75.6688,4.5363",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Appiaro,"NO LAT, LONG",,TecnoParque Angostura,Colombia,"km 38 Via Neiva al Sur, Campo Alegre","Angostura, Huila",,Texto TecnoParque,Makerspace,"Govermnent Makerspace, Incubator, Tech Hub",stpcangostura@misena.edu.co,http://tecnoparque.sena.edu.co/sedes/SedeAngostura/Paginas/default.aspx,,,2.535935,-75.52767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AWB,Self-owned by a Not-For-Profit / NGO / Community-Run Organization,India,Jaipur Foot Institute,India,"Head office: Bhagwan Mahaveer Viklang Sahayata Samiti   13-A, Guru Nanak Path Near St. Anslem School   Malviya Nagar, Jaipur-302017, Rajasthan, India",Jaipur,Rajasthan,"The vision of Bhagwan Mahaveer Viklang Sahayata Samiti (BMVSS) is to ensure the physical, economic and social rehabilitation of the  disabled, to enable them to regain their mobility and dignity and become self-respecting and productive members of society, ie, in short,  restoring the glory of life. Mission  The mission of Bhagwan Mahaveer Viklang Sahayata Samiti (BMVSS) is to:    Provide prosthetics or artificial limbs, calipers and other physical aids and appliances, free of charge, to as many disabled people as possible through its centres, outreach  programmes and rehabilitation camps, both in India and abroad. Provide economic support for livelihood (on selective basis) as an anti-poverty programme. Undertake in-house or collaborative research for the improved quality and lower cost of aids and appliances.",Appropriate Technology,appropriate tech,"bmvssjpr@datainfosys.net, bmvssjpr@yahoo.com, drmehta.jaipurfoot@yahoo.com",http://jaipurfoot.org/,"DR Mehta, Founder and Chief Patron  Tel: 91-0141-2520485 / 2522406 / 2523103 / 4001519   Mob.: 09314566665",,26.858235,75.814202,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Guru Nanak Path Near St. Anslem School   Malviya Nagar, Jaipur-302017, Rajasthan, India",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
