Source,Region,Hackerspace,Country,address,City and Region,description,Category,E-mail,Website,Phone,Degree Location,Lat,Long,"Combined Long, Lat",Facebook,Tools,Short blurb (NULL),Fablabs url (NULL),wiki_hackerspaces,Status,Flickr,YouTube,Ustream,Mailinglist,Last Updated,Open to Exchanges?,IRC,Date of founding,Number of members,Wiki,Twitter,GooglePlus,Membership fee,Jabber,Open to Residencies?,City,State or District,"meetup, Eventbrite",Size of rooms,Degree Location
Hackerspaces.org,Australia/NZ,Connected Community HackerSpace,Australia,"Melbourne, Australia","Melbourne, Victoria",,Makerspace/Hackerspace,,http://www.hackmelbourne.org/,,"-37˚ 49' 24"", 145˚ 2' 20""",,,,,"3D Printer, Lathe, Drill Press, Soldering Iron",,,https://wiki.hackerspaces.org/Connected_Community_HackerSpace,active,http://www.flickr.com/groups/connected-community-hackerspace,,,https://groups.google.com/forum/?#!forum/connected-community-hackerspace,41303,,,40909,40,http://www.hackmelbourne.org/wiki/index.php/Main_Page,https://twitter.com/HackMelbourne,,"Standard Membership $40 AUD Monthly / $480 AUD Yearly.
Concession Membership $20 AUD Monthly / $240 AUD Yearly.
Casual Visit $10 AUD per visit.",,,Melbourne,Victoria,,100mÂ_,"-37˚ 49' 24"", 145˚ 2' 20"""
Hackerspaces.org,Australia/NZ,Geelong Hackerspace,Australia,"169 Ryrie Street, 3220, Geelong, Australia","Geelong, Victoria",,Makerspace/Hackerspace,mailto:ryrie@startupcloud.com.au,http://startupcloud.com.au/hackerspace/,1800 784 799,"-38˚ 8' 57"", 144˚ 21' 37""",,,,https://www.facebook.com/StartupCloud-942571599091916/,"3D Printer, Kitchen",,,https://wiki.hackerspaces.org/Geelong_Hackerspace,planned,https://www.flickr.com/merevik,,,,42295,yes,,41613,5,,https://twitter.com/alivateRocket,,Free,,no,Geelong,Victoria,,200m2,"-38˚ 8' 57"", 144˚ 21' 37"""
Hackerspaces.org,Australia/NZ,Geelong Australia,Australia,"Storrer st. East Geelong, 3220, Geelong, Australia","Geelong, Victoria","Email: geelong-hackerspace.googlegroups.com Feel free to join the list.
Group Admin: George Patterson (use the same email as above)",Makerspace/Hackerspace,,,,"-38˚ 9' 20"", 144˚ 22' 2""",,,,,,,,https://wiki.hackerspaces.org/Geelong_Australia,building,,,,https://groups.google.com/forum/?fromgroups#!forum/geelong-hackerspace,41530,no,,40862,50,,,,$12.50 annually,,no,Geelong,Victoria,,300m2,"-38˚ 9' 20"", 144˚ 22' 2"""
Hackerspaces.org,Australia/NZ,MakePlace,New Zealand,"Pirimai, Hawkes Bay-4112, Napier, New Zealand","Napier, Hawkes Bay","The MakePlace is a place in Napier [ Hawkes Bay - New Zealand ] where you can come to meet, learn and build (almost) anything. Think of it as a gym that you join, but instead of using the equipment to exercise your body, you use them to create and make. In other words, it is a place to make your own..",Makerspace/Hackerspace,,http://www.makeplace.co.nz,,"-39˚ 30' 0"", 176˚ 54' 0""",,,,https://www.facebook.com/MakeplaceNapier,,,,https://wiki.hackerspaces.org/MakePlace,active,,,,,41210,,,41183,,,,,"Casual Making \xe2\x80\x93 $60 per month\nCasual Maker access gives you access to the MakePlace any 3 days per week.\nIncluded: Access to all tools in the facility, Further: Swipecard access, wifi (prepay for usage), tea/coffee and kitchen facilities., Serious Making \xe2\x80\x93 $120 per month\nSerious Maker access gives you access to the MakePlace any 7 days per week.\nIncluded: Access to all tools in the facility, Further: Swipecard access, wifi (prepay for usage), tea/coffee and kitchen facilities., Day Experience \xe2\x80\x93 $20 per day\nTry out our facilities for the day. At dates specified on our website you can walk in and try out the workshop.\nUsage of all machines are included as long as you have gone through the mandatory training for them.",,,Napier,Hawkes Bay,,,"-39˚ 30' 0"", 176˚ 54' 0"""
Hackerspaces.org,Australia/NZ,ProjectSpace,New Zealand,"8015, 60 Princess Street, Manwatu-4010, Palmerston North, New Zealand","Palmerston North, Manawatu","A creative gym. Workshop membership and like minded people. Crafters, modelling, printmaking, textiles, sculpture, robotics, hacking, woodworking, metalworking, sewing, software, electronics, design, furniture, group projects - the possibilities are endless.",Makerspace/Hackerspace,david@projectspace.co.nz,www.projectspace.co.nz,,"-40˚ 21' 14"", 175˚ 36' 54""",,,,,,,,https://wiki.hackerspaces.org/ProjectSpace,building,,,,,39959,,,39904,10,,,,,,,Palmerston North,Manawatu,,200 mÂ_,"-40˚ 21' 14"", 175˚ 36' 54"""
Hackerspaces.org,Australia/NZ,MoNZ,New Zealand,"Wellington, New Zealand","Wellington, Wellington",,Makerspace/Hackerspace,,http://makers.org.nz,64212448788,"-41˚ 17' 32"", 174˚ 46' 23""",,,,,,,,https://wiki.hackerspaces.org/MoNZ,active,,,,,40762,,,,101,,makerorgnz,,Currently revising our membership fees,,,Wellington,Wellington,,,"-41˚ 17' 32"", 174˚ 46' 23"""
Hackerspaces.org,Australia/NZ,"Ponoko - Wellington, New Zealand",New Zealand,"PO Box 6112, 6141, Wellington, New Zealand","Wellington, ","Commercial fabrication company.  Not really a hackerspace, but they seem friendly. Claim to have ""regular free meetups. Yippeeee!""",Makerspace/Hackerspace,,http://www.ponoko.com,,"-41˚ 17' 32"", 174˚ 46' 39""",,,,,,,,"https://wiki.hackerspaces.org/Ponoko_-_Wellington,_New_Zealand",commercial company ,,,,,40134,,,,,,,,,,,Wellington,,,,"-41˚ 17' 32"", 174˚ 46' 39"""
Hackerspaces.org,Australia/NZ,Wellington Makerspace,New Zealand,"PO BOx 6661, Marion Sq, Te Aro, Wellington, New Zealand, 6011-, Wellington, New Zealand","Wellington, Wellington",,Makerspace/Hackerspace,info@wellingtonmakerspace.com,http://www.wellingtonmakerspace.com,+64 04 381 0365,"-41˚ 17' 48"", 174˚ 46' 53""",,,,https://www.facebook.com/TheWellingtonMakerSpace,"Lasercutter, 3D Printer",,,https://wiki.hackerspaces.org/Wellington_Makerspace,active,,,,,41967,yes,,40969,19,,,,"Free to join as per, https://the-wellington-makerspace.cobot.me/",,maybe,Wellington,Wellington,http://www.meetup.com/wellingtonmakerspace,320m2,"-41˚ 17' 48"", 174˚ 46' 53"""
Hackerspaces.org,Australia/NZ,Co-lab(x),New Zealand,"Wellington, New Zealand","Wellington, ",,Makerspace/Hackerspace,richard@makers.org.nz,http://co-lab181.co.nz/,,"-41˚ 18' 18"", 174˚ 46' 35""",,,,,,,,https://wiki.hackerspaces.org/Co-lab(x),active,,,,,41278,,,40360,15,http://www.co-lab181.co.nz/wiki/index.php?,https://twitter.com/colab181,,"Variable depending on membership type. Full member, Contributor, Guestling",,,Wellington,,,100,"-41˚ 18' 18"", 174˚ 46' 35"""
Hackerspaces.org,Australia/NZ,Hobart Hackerspace Inc.,Australia,"2 St. Johns Avenue New Town TAS 7008 Australia, Hobart, Australia","Hobart, Tasmania",,Makerspace/Hackerspace,,http://www.hobarthackerspace.org.au/,,"-42˚ 51' 10"", 147˚ 18' 0""",,,,,"3D Printer, Lasercutter, Kitchen, , , Soldering Iron, CNC",,,https://wiki.hackerspaces.org/Hobart_Hackerspace_Inc.,active,,,,,41802,,irc://freenode.net/hobarthackerspace,41234,30,,,,"24/7 space access: $35/month, $200/six months or $390/year. Student/unemployed/pensioner $25/month. Casual access $10 per visit (max six per year). $20 one-time RFID tag charge., Association membership (no 24/7 space access): $20/year., All prices in AUD.",,,Hobart,Tasmania,,100 sqm,"-42˚ 51' 10"", 147˚ 18' 0"""
Hackerspaces.org,Australia/NZ,Miss Despoinas Hackspace,Australia,"Hobart, Australia","Hobart, Tasmania",,Makerspace/Hackerspace,,http://miss-hack.org,,"-42˚ 56' 55"", 147˚ 20' 42""",,,,,,,,https://wiki.hackerspaces.org/Miss_Despoinas_Hackspace,active,https://www.flickr.com/photos/sister0/sets,,,http://genderchangers.org/mailman/listinfo/mdhhh,41885,,sister0,39539,5 local - 10 remote,,https://twitter.com/sister0,,"Pop Up digital literacy events Miss Despoinas is a salon for experimental research, radical aesthetics, production and exchange underlined by modes of maker culture. Aimed at learning computers the hard way with a soft hand, removing the strict barriers between software users and developers to enable the â€˜uninitiated' artist into using free software. Traditionally a male dominated field, these events contribute to a feminist approach of changing the gender of technology.",,,Hobart,Tasmania,,,"-42˚ 56' 55"", 147˚ 20' 42"""
Hackerspaces.org,Australia/NZ,The Foundation,New Zealand,"Christchurch, New Zealand","Christchurch, Canterbury","A new name, The Foundation, was chosen and the inaugural meet-up took place on August 18, 2013.",Makerspace/Hackerspace,chchspace@googlegroups.com,http://spacecraft.org.nz/,,"-43˚ 31' 43"", 172˚ 38' 27""",,,,,,,,https://wiki.hackerspaces.org/The_Foundation,active,,,,,41504,,,,,,,,,,,Christchurch,Canterbury,,,"-43˚ 31' 43"", 172˚ 38' 27"""
Hackerspaces.org,Australia/NZ,DunedinMakerspace,New Zealand,"11 Allen St, NEV, Dunedin, NZ, Dunedin, New Zealand","Dunedin, Otago",We're a Makerspace/Hackerspace formed in Dunedin - we have a public workshop open Saturday afternoons - Thursday night's we're starting a weekly talk or workshop - check the web page to see what's on this week and please join the mailing list for weekly what's on mailings,Makerspace/Hackerspace,,http://www.dspace.org.nz,(021)512-614,"-45˚ 51' 0"", 170˚ 31' 29""",,,,,,,,https://wiki.hackerspaces.org/DunedinMakerspace,active,,,,,42225,,,40513,20,,,,$20 monthly,,,Dunedin,Otago,,,"-45˚ 51' 0"", 170˚ 31' 29"""
Hackerspaces.org,Canada,Swift space,Canada,"swift Current, Canada","swift Current, Saskatchewan","PS.  This page comes up 1st when googling ""swift current hackerspace"", so at least it's easy to find!",Makerspace/Hackerspace,,,,,,,,,,,,https://wiki.hackerspaces.org/Swift_space,planned,,,,,41327,,,41214,3,,,,,,,swift Current,Saskatchewan,,,"+50\xc2\xb0 17\' 6.12"", -107\xc2\xb0 48\' 0.22., +50\xc2\xb0 17\' 6.12"", -107\xc2\xb0 48\' 0.22."
Hackerspaces.org,China,Makerbay,Hong Kong,"Unit C1 Yau Tong Ind Bldg, 16 Sze Shan Street, Kowloon-Yau Tong, Yau Tong, Hong Kong","Yau Tong, Kowloon",,Makerspace/Hackerspace,contact@makerbay.org,http://makerbay.org,,"22˚ 17' 39"", 114˚ 14' 4""",,,,https://www.facebook.com/makerbay,Lasercutter,,,https://wiki.hackerspaces.org/User:Makerbay,active,https://www.flickr.com/groups/2846916@N21/,https://www.youtube.com/channel/UCUPxJCCKvpqDuwMghmZiP1g,,http://eepurl.com/bdR3c1,42312,"""True"" is not in the list of possible values (yes, no, maybe) for this property.",,42176,15,,https://twitter.com/makerbay,,2500 HKD / Monthly,,"""True"" is not in the list of possible values (yes, no, maybe) for this property.",Yau Tong,Kowloon,,6500 ft2,"22˚ 17' 39"", 114˚ 14' 4"""
Hackerspaces.org,China,DimSumLabs,China,"14/F 100 Jervois Street, Sheung Wan, Hong Kong, Hong Kong, China","Hong Kong, Hong Kong","We welcome all geeks, techies, artists, designers, creatives, hackers and makers. Our members include expats and locals, English and Chinese are spoken (plus occasionally German, French, Afrikaans and others).",Makerspace/Hackerspace,,http://www.dimsumlabs.com,,"22˚ 17' 6"", 114˚ 9' 2""",,,,http://www.facebook.com/groups/hackjamhk/,,,,https://wiki.hackerspaces.org/DimSumLabs,active,,,,,41757,,,40725,"46 paying members, 1,050+ on Facebook",,,,"HK$500 monthly for full membership (you can register a Octopus/key card).
HK$300 monthly for associate member (can only go when a full member is there).
Student discounts and concessions available.",,,Hong Kong,Hong Kong,,600ftÂ_ plus rooftop,"22˚ 17' 6"", 114˚ 9' 2"""
Hackerspaces.org,China,Opensource Makerspace,China,"Room3H,Zhenxing Bldg D,33Taizi Road,Shekou (Metro stop SeeWorld Exit C), 518054, Shenzhen, China","Shenzhen, Guangdong","A 24/7 space for all sorts of Makers and Geeks, especially for projects like open source robots/drones/3D VR/AR/Biohacking
Good location 80m from metro â€œSeaworldâ€ùand there are nice coffee shop on the Ground floor  please do not hesitate contact us or pop in a visit.
File:DSC01837g.jpg",Makerspace/Hackerspace,,http://www.opensourcemakerspace.com,-18938924115,"22˚ 29' 10"", 113˚ 54' 54""",,,,,,,,https://wiki.hackerspaces.org/Opensource_Makerspace,active,,,,,42017,yes,,41978,30,,,,USD33 / CNY199 monthly for membership basic; USD65 / CNY399 monthly for membership pro,,yes,Shenzhen,Guangdong,,165mÂ_,"22˚ 29' 10"", 113˚ 54' 54"""
Hackerspaces.org,China,Chaihuo,China,"Nanshan District, Shenzhen, Guangdong Province, OCT Loft Room 227 North Building A5, 518054, ShenZhen, China","ShenZhen, Guangdong","Asking for directions: Blk A5 Wenchang South Street, Shenzhen, Guangdong, China
è¯¢é—®åœ°åù€ï__ æ–‡æ˜Œåç—è¡— A5
https://maps.google.com/maps?q=Blk+A5+Wenchang+South+Street,+Shenzhen,+Guangdong,+China&hl=en&ll=22.5393,113.993312&spn=0.001538,0.002411&sll=22.53912,113.993204&sspn=0.012307,0.01929&hnear=Wen+Chang+Nan+Jie,+Nan+Shan+Qu,+Shenzhen,+Guangdong,+China&t=m&z=19",Makerspace/Hackerspace,Tully@SamuraiCircuits.com,http://www.Chaihuo.org,+86 150 19292312,"22˚ 32' 13"", 113˚ 59' 30""",,,"22.5335, 113.985",,,,,https://wiki.hackerspaces.org/Chaihuo,active,,,,,41664,,,40752,50,,,,"1,200 CNY / Month for 24hr. membership with Office space, 500 CNY / Month for nights and weekend membership., 50 CNY for a day pass.",,,ShenZhen,Guangdong,,300 m^2,"22˚ 32' 13"", 113˚ 59' 30"""
Hackerspaces.org,China,TechSpace,China,"KaiFang KongJian, 101F, #1 Factory Building, M-10, MaQuLing Industrial Park, Nanshan District, 518057, Shenzhen, China","Shenzhen, Guangdong",,Makerspace/Hackerspace,techspace.cn@gmail.com,http://www.techspace.cn,(+86)186-0301-1215,"22˚ 32' 31"", 113˚ 56' 29""",,,,https://www.facebook.com/techspace.cn,"3D Printer, Lasercutter, Drill Press, Portable Bandsaw, Lathe, Soldering Iron, Arcade, Hot Air Rework Station",,,https://wiki.hackerspaces.org/TechSpace,active,,,,,41806,no,,41579,40,,,,"900 CNY / Month for day and night single user, 500 CNY / Month / Person for team member ( Limited 2~5 persons for 1 team ), 400 CNY / 10 Times for DIY",,no,Shenzhen,Guangdong,,300mÂ_,"22˚ 32' 31"", 113˚ 56' 29"""
Hackerspaces.org,China,SZDIY,China,"Shenzhen, China","Shenzhen, GuangDong",,Makerspace/Hackerspace,,http://szdiy.org,,"22˚ 32' 43"", 113˚ 58' 14""",,,,,,,,https://wiki.hackerspaces.org/SZDIY,active,https://www.flickr.com/groups/szdiy/,,,https://groups.google.com/d/forum/szdiy,42296,,https://webchat.freenode.net/?channels=szdiy,39922,> 20,http://wiki.szdiy.org,,,0 ~ +âˆ_,,,Shenzhen,GuangDong,,140 mÂ_,"22˚ 32' 43"", 113˚ 58' 14"""
Hackerspaces.org,China,Dongguanmaker,China,"Dongguan, China","Dongguan, Guangdong","our members are trying to make something about music, and we are going to hold a concert, welcome!",Makerspace/Hackerspace,dongguanmaker@gmail.com,http://304.kechuang.org/?page_id=107,15920215189,"22˚ 54' 9"", 113˚ 50' 37""",,,,,,,,https://wiki.hackerspaces.org/Dongguanmaker,active,,,,,41712,maybe,,41597,27,,,,50CNY/monï_Œ9am to 12pm,,maybe,Dongguan,Guangdong,,120mÂ_,"22˚ 54' 9"", 113˚ 50' 37"""
Hackerspaces.org,China,HackerSpace@GZ,China,"No 2 Huaqiang Road, Tianhe, Guangzhou, Guangdong, China, Guangzhou, China","Guangzhou, Guangdong",Welcome to our Hackerspace!!,Makerspace/Hackerspace,,www.kevinsmake.com,,"23˚ 7' 32"", 113˚ 19' 7""",,,,,,,,https://wiki.hackerspaces.org/HackerSpace@GZ,active,,,,,40561,,,40562,1,,,,Free,,,Guangzhou,Guangdong,,90mÂ_,"23˚ 7' 32"", 113˚ 19' 7"""
Hackerspaces.org,China,HTG,China,"Guangzhou, China","Guangzhou, Guangdong",,Makerspace/Hackerspace,,,,"23˚ 7' 44"", 113˚ 15' 52""",,,,,,,,https://wiki.hackerspaces.org/HTG,planned,,,,,40435,,,40435,2,,,,0 for now,,,Guangzhou,Guangdong,,20,"23˚ 7' 44"", 113˚ 15' 52"""
Hackerspaces.org,Europe,Orotava Hackerspace,Spain,"Calle La Punta, 189 Bajo, La Perdoma, La Orotava, 38315, La Orotava, Spain","La Orotava, Tenerife, Canary Islands",,Makerspace/Hackerspace,directiva@orohack.com,http://www.orohack.com,,"28˚ 22' 33"", -16˚ 33' 35""",,,,https://www.facebook.com/pages/Orotava-Hackerspace/1400821636796691,"Soldering Iron, Welder, Portable Bandsaw",,,https://wiki.hackerspaces.org/Orotava_Hackerspace,active,,,,,41625,maybe,,41395,5,,https://twitter.com/Orohack,,"Regular membership:
10 â‚¬ / month or
100 â‚¬ / year",,maybe,La Orotava,"Tenerife, Canary Islands",,170 mÂ_,"28˚ 22' 33"", -16˚ 33' 35"""
Hackerspaces.org,China,Wukong Club,China,"\xe6\xad\xa6\xe6\xb1\x89\xe5\xb8\x82\xe5\x85\x89\xe8\xb0\xb7\xe5\x9b\xbd\xe9\x99\x85\xe8\x8a\xb1\xe5\x9b\xad3C-3203, \xe6\xb9\x96\xe5\x8c\x97\xe7\x9c\x81-430000, Wuhan, China","Wuhan, Hubei",YungTse Technology is the sponsor of the hacker space and for now the Facebook and Twitter URLs reflect that pending proper release of a Wukong Club ID on those sites.,Makerspace/Hackerspace,ttmrichter@gmail.com,http://www.wukongclub.com,+86 1597 215 3402,"30˚ 30' 29"", 114˚ 23' 50""",,,,https://www.facebook.com/YungTseTech,,,,https://wiki.hackerspaces.org/Wukong_Club,active,,,,,42022,no,,41760,30,,https://twitter.com/YungTseTech,,No fees.,,no,Wuhan,Hubei,,150mÂ_,"30˚ 30' 29"", 114˚ 23' 50"""
Hackerspaces.org,China,IChengdu,China,"\xe6\x88\x90\xe9\x83\xbd, Chengdu, China","Chengdu, SiChuan","Current projects:
http://www.ichengdu.org",Makerspace/Hackerspace,,http://www.ichengdu.org,,"30˚ 40' 12"", 104˚ 3' 36""",,,,,,,,https://wiki.hackerspaces.org/IChengdu,active,,,,,41179,,,39668,88,,,,"187 USD/monthly, 1500 USD/yearly",,,Chengdu,SiChuan,,400 mÂ_,"30˚ 40' 12"", 104˚ 3' 36"""
Hackerspaces.org,China,SWJTU Makerspace,China,"144# JiaoDa Road, 610031, Chengdu, China","Chengdu, SiChuan",,Makerspace/Hackerspace,,http://maker.swjtu.edu.cn,+86 28 87601498,"30˚ 41' 58"", 104˚ 2' 35""",,,,,"3D Printer, Welder, Soldering Iron, CNC, Hot Air Rework Station, Lathe",,,https://wiki.hackerspaces.org/SWJTU_Makerspace,active,,,,,41711,yes,,41624,69,http://gyzx.swjtu.edu.cn/icsites/makerwiki,,,No membership fee.,,yes,Chengdu,SiChuan,,80mÂ_,"30˚ 41' 58"", 104˚ 2' 35"""
Hackerspaces.org,China,Xinchejian,China,"28 Yuyuan E Rd, Tower 3, 1st floor, Jingan District (near Changde Rd), 200040, Shanghai, China","Shanghai, Shanghai",Weekly open night: Wednesday's 7pm,Makerspace/Hackerspace,info@xinchejian.com,http://www.xinchejian.com,,"31˚ 13' 35"", 121˚ 26' 54""",,,,http://www.facebook.com/pages/æ–°è__é—´-Xin-Che-Jian/175737115791930,,,,https://wiki.hackerspaces.org/Xinchejian,active,,,,xinchejian@googlegroups.com,41914,,,40452,75,http://wiki.xinchejian.com,http://twitter.com/xinchejian,,"100RMB monthly
450RMB semi-annually",,,Shanghai,Shanghai,,110mÂ_,"31˚ 13' 35"", 121˚ 26' 54"""
Hackerspaces.org,Europe,To LABaki,Greece,"2208, Voutes Campus, 71003, Herakleion, Greece","Herakleion, Crete","At the moment the hackerspace is in the room number H.205 of the Computer Science Department at the Voutes campus of the University of Crete.
on OpenStreetMap",Makerspace/Hackerspace,,http://tolabaki.gr,,"35˚ 18' 31"", 25˚ 4' 59""",,,,,,,,https://wiki.hackerspaces.org/To_LABaki,active,,,,http://lists.tolabaki.gr,41411,,,40715,10,http://wiki.tolabaki.gr,,,Free,,,Herakleion,Crete,,40,"35˚ 18' 31"", 25˚ 4' 59"""
Hackerspaces.org,Europe,Chania hackerSoace,Greece,"Chania, Greece","Chania, Chania",,Makerspace/Hackerspace,,,,"35˚ 29' 51"", 24˚ 7' 8""",,,,,,,,https://wiki.hackerspaces.org/Chania_hackerSoace,planned,,,,http://groups.google.com/group/chania_hackerspace,41374,,,,1,,,,,,,Chania,Chania,,,"35˚ 29' 51"", 24˚ 7' 8"""
Hackerspaces.org,Europe,Maker Space Malta,Malta,"Valletta, Malta","Valletta, ",James.,Makerspace/Hackerspace,,http://www.msmalta.com,,"35˚ 53' 24"", 14˚ 29' 35""",,,,,,,,https://wiki.hackerspaces.org/Maker_Space_Malta,planned,,,,,41732,yes,,,3,http://www.msmalta.com/wiki,,,50 Euros Yearly,,yes,Valletta,,,,"35˚ 53' 24"", 14˚ 29' 35"""
Hackerspaces.org,Europe,Hack66.info,Cyprus,"Nicosia, Cyprus","Nicosia, ",,Makerspace/Hackerspace,,http://hack66.info,,"35˚ 9' 39"", 33˚ 21' 3""",,,,https://www.facebook.com/groups/hack66/,,,,https://wiki.hackerspaces.org/Hack66.info,active,,,,http://hack66.info/wiki:mailing_list,41764,yes,http://hack66.info/wiki:contact:irc,41443,,,,,Free,,yes,Nicosia,,,,"35˚ 9' 39"", 33˚ 21' 3"""
Hackerspaces.org,Europe,ELab Hackerspace,Portugal,"Instituto Superior de Engenharia, Campus da Penha, 8005-139, Faro, Portugal","Faro, Algarve","eLab Hackerspace is a space managed by Electrical and Electronics Engineering students of the University of Algarve. Although it is managed by Students, any person may become a member. It consists of two rooms equipped with some workbenches and tools. By now, it is prepared so that students can consolidate and apply the knowledge they acquired during their academic courses. We are a recent group aiming at building interesting projects while improving our space with new tools that may be bought or built by ourselves. We hope to grow in members and also in the amount and quality of projects.",Makerspace/Hackerspace,ualg.elab@gmail.com,http://elab-hackerspace.org/,,"37˚ 1' 40"", -7˚ 55' 21""",,,,https://www.facebook.com/elab.hackerspace,,,,https://wiki.hackerspaces.org/ELab_Hackerspace,active,,http://www.youtube.com/ualgelab,,,42132,,,40858,14,,https://twitter.com/eLabHackerspace,,2â‚¬/monthly,,,Faro,Algarve,,70mÂ_,"37˚ 1' 40"", -7˚ 55' 21"""
Hackerspaces.org,Europe,HackArena,Spain,"Sevilla, Spain","Sevilla, Sevilla",,Makerspace/Hackerspace,,http://sevilla.hacklabs.org,,"37˚ 22' 57"", -5˚ 59' 1""",,,,,,,,https://wiki.hackerspaces.org/HackArena,active,,,,,39703,,,38292,18,,,,,,,Sevilla,Sevilla,,,"37˚ 22' 57"", -5˚ 59' 1"""
Hackerspaces.org,Europe,Museo dell'Informatica Funzionante,Italy,"via Carnevale 17, 96010, Palazzolo Acreide, Italy","Palazzolo Acreide, Sicily","The vision of this kind of museum has been motivating us for years, making us pioneers in the now emerging area of computer museums: they are popping up all around the world, finally acquiring attention and help of both private institutions and single supporters; having visited some of them, we found out that the uniqueness of the pieces we have, together with the software we produced in the past and our own history, could bring our â€œMuseo dell'Informatica Funzionanteâ€ù (Museum of Working Computers) in Italy an excellence in his field. In fact, in the recent past we were able to attract the attention of national and international media and to welcome in Palazzolo Acreide experts from all around Europe, people which we were happy to offer access to some of the computers, even in small and inadequate spaces. Tired of waiting for help, we now decided to maximize our efforts, pick some money from our pockets and rent an adequate space to finally realize our project.",Makerspace/Hackerspace,,http://museo.freaknet.org/,3.99312E+11,"37˚ 3' 44"", 14˚ 54' 21""",,,,https://www.facebook.com/MuseoInformaticaFunzionante,,,,https://wiki.hackerspaces.org/Museo_dell%27Informatica_Funzionante,active,,,,,41486,yes,www.spatof.org/9999 (SSL self signed cert) (channel #freaknet),,50,,,,"free but donations via paypal are appreciated, :) ->, http://museo.freaknet.org/en/donazioni/",,no,Palazzolo Acreide,Sicily,,,"37˚ 3' 44"", 14˚ 54' 21"""
Hackerspaces.org,Europe,Freaknet,Italy,"c/o Poetry Hacklab, Largo Senatore Italia s.n., Palazzolo Acreide, Italy, Italy-96010, Catania, Italy","Catania, Sicily","And yes, probably you are one of those, or you have been in contact with us, at least once."" [1]",Makerspace/Hackerspace,medialab@freaknet.org,http://freaknet.org,,"37˚ 30' 11"", 15˚ 5' 17""",,,,,,,,https://wiki.hackerspaces.org/Freaknet,active,,,,,39811,,irc.hinezumilabs.org -SSL port 9999 #freaknet,34662,30+,,,,none,,,Catania,Sicily,,0 (actually seeking a place),"37˚ 30' 11"", 15˚ 5' 17"""
Hackerspaces.org,Europe,Hackspace Catania,Italy,"via grotte bianche 112, 95128, Catania, Italy","Catania, Sicily",,Makerspace/Hackerspace,info@hackspacecatania.it,http://www.hackspacecatania.it,,"37˚ 30' 48"", 15˚ 5' 16""",,,,https://www.facebook.com/pages/Hackspace-Catania/1457341927813814,"3D Printer, 3D Scanner, Welder, Soldering Iron, Sewing Machine, Arcade, Drill Press, Portable Bandsaw, ",,,https://wiki.hackerspaces.org/Hackspace_Catania,active,,,,,41739,yes,,41589,100,,,,40â‚¬,,no,Catania,Sicily,,72m2,"37˚ 30' 48"", 15˚ 5' 16"""
Hackerspaces.org,Europe,Hackspacecatania,Italy,"via grotte bianche 112, 95128, Catania, Italy","Catania, Sicily",,Makerspace/Hackerspace,info@hackspacecatania.it,http://www.hackspacecatania.it,,"37˚ 30' 48"", 15˚ 5' 16""",,,,https://www.facebook.com/pages/Hackspace-Catania/1457341927813814,"3D Printer, 3D Scanner, Welder, Soldering Iron, Sewing Machine, Arcade, Drill Press, Portable Bandsaw, ",,,https://wiki.hackerspaces.org/User:Hackspacecatania,active,,,,,41744,yes,,41589,100,,,,40â‚¬,,no,Catania,Sicily,,72m2,"37˚ 30' 48"", 15˚ 5' 16"""
Hackerspaces.org,Europe,Poetry hacklab,Italy,"Via Carnevale 17, Palazzolo Acreide, Italy, 96010, Palazzolo Acreide, Italy","Palazzolo Acreide, Sicily","We need a greater place, because we have many activities that cannot start, due to lack of space. This is our main problem, that limit us in developing our projects.",Makerspace/Hackerspace,poetry@freaknet.org,http://poetry.freaknet.org,,"37˚ 4' 0"", 14˚ 54' 25""",,,,,,,,https://wiki.hackerspaces.org/Poetry_hacklab,active,,,,,41053,,irc.dyne.org -ssl port 9999 #freaknet,36892,20+,http://poetry.freaknet.org,,,none,,,Palazzolo Acreide,Sicily,,20,"37˚ 4' 0"", 14˚ 54' 25"""
Hackerspaces.org,Europe,0x0lab.org,Greece,"Athens, Greece","Athens, Attika",,Makerspace/Hackerspace,,http://www.0x0lab.org,,"37˚ 51' 3"", 23˚ 40' 12""",,,,,,,,https://wiki.hackerspaces.org/0x0lab.org,planned,,,,,39898,,,39838,5,,,,,,,Athens,Attika,,,"37˚ 51' 3"", 23˚ 40' 12"""
Hackerspaces.org,Europe,Digilions,Greece,"Piraeus, Greece","Piraeus, Attika","This is wanna-be hackerspace.Its aimed at understanding and exploiting the energies in our environment.using this energy cloud to our benefit free from industrial control.
So according to the members number and force generated we will form this core to fight for our techfreedom",Makerspace/Hackerspace,digilions@gmail.com,,,"37˚ 57' 0"", 23˚ 37' 59""",,,,,,,,https://wiki.hackerspaces.org/Digilions,planned,,,,,41637,maybe,,41637,1,,,,None stated,,maybe,Piraeus,Attika,,None yet,"37˚ 57' 0"", 23˚ 37' 59"""
